EPCI;LIBEPCI;DEP
200071223;Communauté de communes Nièvre et Somme;80
200071181;Communauté de communes Somme Sud-Ouest;80
200037059;Communauté de communes de la Haute Somme (Combles - Péronne - Roisel);80
248000531;Communauté d'agglomération Amiens Métropole;80
200070977;Communauté de communes du Grand Roye;80
200070985;Communauté de communes de l'Est de la Somme;80
248000499;Communauté de communes du Val de Somme;80
248100158;Communauté de communes du Sor et de l'Agout;81
248100430;Communauté d'agglomération de Castres Mazamet;81
200034031;Communauté de communes des Monts d'Alban et du Villefranchois;81
248100737;Communauté d'agglomération de l'Albigeois (C2A);81
248100745;Communauté de communes Thoré Montagne Noire;81
200066124;Communauté d'agglomération Gaillac-Graulhet;81
200040905;Communauté de communes Carmausin-Ségala;81
200034064;Communauté de communes du Cordais et du Causse (4 C);81
200034023;Communauté de communes Tarn-Agout;81
248100497;Communauté de communes Val 81;81
200066553;Communauté de communes du Haut-Languedoc;81
200034049;Communauté de communes Centre Tarn;81
200066561;Communauté de communes Sidobre Vals et Plateaux;81
200034056;Communauté de communes du Lautrécois et du Pays d'Agout;81
248200099;Communauté d'agglomération Grand Montauban;82
200066884;Communauté de communes Quercy Vert-Aveyron;82
200066322;Communauté de communes Terres des Confluences;82
248200065;Communauté de communes de la Lomagne Tarn-et-Garonnaise;82
200066652;Communauté de communes Grand Sud Tarn et Garonne;82
248200057;Communauté de communes du Quercy Caussadais;82
248200016;Communauté de communes des Deux Rives;82
200067122;Communauté de communes du Pays de Lafrançaise;82
200040418;Communauté de communes du Pays de Serres en Quercy;82
248200107;Communauté de communes du Quercy Rouergue et des Gorges de l'Aveyron;82
200035319;Communauté d'agglomération Estérel Côte d'Azur Agglomération;83
200040210;Communauté de communes Lacs et Gorges du Verdon;83
248300493;Communauté d'agglomération Dracénie Provence Verdon Agglomération;83
200040202;Communauté de communes Provence Verdon;83
200004802;Communauté de communes du Pays de Fayence;83
248300394;Communauté d'agglomération Sud Sainte Baume;83
248300410;Communauté de communes de la Vallée du Gapeau;83
248300550;Communauté de communes Cœur du Var;83
200027100;Communauté de communes Méditerranée Porte des Maures;83
200068104;Communauté d'agglomération de la Provence Verte;83
248300543;Métropole Toulon-Provence-Méditerranée;83
200036077;Communauté de communes du Golfe de Saint-Tropez;83
248400293;Communauté d'agglomération des Sorgues du Comtat;84
248400285;Communauté de communes Territoriale Sud-Luberon;84
200040624;Communauté de communes Pays d'Apt-Luberon;84
248400053;Communauté d'agglomération Ventoux-Comtat-Venaissin (COVE);84
200035723;Communauté de communes Ventoux Sud;84
248400251;Communauté d'agglomération du Grand Avignon (COGA);84
200040442;Communauté d'agglomération Luberon Monts de Vaucluse;84
200000628;Communauté de communes Rhône Lez Provence;84
248400335;Communauté de communes Vaison Ventoux;84
248400236;Communauté de communes Pays d'Orange en Provence;84
248400160;Communauté de communes Aygues-Ouvèze en Provence (CCAOP);84
248400319;Communauté de communes du Pays des Sorgues et des Monts de Vaucluse;84
200040681;Communauté de communes Enclave des Papes-Pays de Grignan;84
200073260;Communauté de communes Sud Vendée Littoral;85
200023778;Communauté d'agglomération du Pays de Saint-Gilles-Croix-de-Vie;85
200072882;Communauté de communes de Vie et Boulogne;85
200071900;Communauté de communes Vendée Grand Littoral;85
248500415;Communauté de communes du Pays de la Châtaigneraie;85
248500589;Communauté d'agglomération La Roche-sur-Yon Agglomération;85
200071934;Communauté de communes Pays de Fontenay-Vendée;85
248500191;Communauté de communes de l'Île de Noirmoutier;85
248500258;Communauté de communes Océan Marais de Monts;85
200071918;Communauté de communes du Pays de Saint-Fulgent - Les Essarts;85
248500530;Communauté de communes du Pays des Achards;85
248500621;Communauté de communes du Pays des Herbiers;85
200071629;Communauté de communes Challans-Gois Communauté;85
248500563;Communauté de communes Vendée, Sèvre, Autise;85
200070233;Communauté d'agglomération Terres de Montaigu;85
248500464;Communauté de communes du Pays de Pouzauges;85
248500340;Communauté de communes Pays de Chantonnay;85
248500662;Communauté de communes du Pays de Mortagne;85
200071165;Communauté d'agglomération Les Sables d'Olonne Agglomération;85
200070043;Communauté de communes Vienne et Gartempe;86
200069763;Communauté de communes du Haut-Poitou;86
200070035;Communauté de communes du Civraisien en Poitou;86
248600413;Communauté d'agglomération Grand Châtellerault;86
248600447;Communauté de communes du Pays Loudunais;86
200043628;Communauté de communes des Vallées du Clain;86
200069854;Communauté urbaine du Grand Poitiers;86
248719288;Communauté de communes du Val de Vienne;87
200066512;Communauté de communes Élan Limousin Avenir Nature;87
200071942;Communauté de communes Haut Limousin en Marche;87
248719353;Communauté de communes des Portes de Vassivière;87
248719312;Communauté urbaine Limoges Métropole;87
248719262;Communauté de communes Gartempe - Saint-Pardoux;87
200070506;Communauté de communes Pays de Nexon Monts de Chalus;87
200059400;Communauté de communes Porte Océane du Limousin;87
248700189;Communauté de communes du Pays de Saint-Yrieix;87
200066520;Communauté de communes Ouest Limousin;87
248719361;Communauté de communes de Noblat;87
200040814;Communauté de communes Briance Sud Haute Vienne;87
248719338;Communauté de communes Briance-Combade;87
200068369;Communauté de communes de Mirecourt Dompaire;88
200068682;Communauté de communes Terre d'Eau;88
200068773;Communauté de communes des Vosges côté Sud Ouest;88
200071066;Communauté d'agglomération de Saint-Dié-des-Vosges;88
200005957;Communauté de communes de la Région de Rambervillers;88
200068559;Communauté de communes de l'Ouest Vosgien;88
200068757;Communauté d'agglomération d'Épinal;88
200096634;Communauté de communes des Hautes Vosges;88
200042000;Communauté de communes Bruyères-Vallons des Vosges;88
200033868;Communauté de communes des Ballons des Hautes-Vosges;88
200096642;Communauté de communes Gérardmer Hautes Vosges;88
200068377;Communauté de communes de la Porte des Vosges Méridionales;88
200067080;Communauté de communes Chablis Villages et Terroirs;89
248900524;Communauté de communes de l'Aillantais en Bourgogne;89
200039642;Communauté de communes Le Tonnerrois en Bourgogne;89
200067130;Communauté de communes de Puisaye-Forterre;89
200039709;Communauté de communes du Serein;89
200039758;Communauté de communes Avallon, Vézelay, Morvan;89
200067114;Communauté d'agglomération de l'Auxerrois;89
248900664;Communauté de communes de la Vanne et du Pays d'Othe;89
248900334;Communauté d'agglomération du Grand Sénonais;89
248900383;Communauté de communes de l'Agglomération Migennoise;89
200067304;Communauté de communes Serein et Armance;89
248900748;Communauté de communes du Gâtinais en Bourgogne;89
248900938;Communauté de communes du Jovinien;89
248900896;Communauté de communes Yonne Nord;89
200069052;Communauté d'agglomération Grand Belfort;90
200069060;Communauté de communes des Vosges du Sud;90
249000241;Communauté de communes du Sud Territoire;90
200017846;Communauté d'agglomération Étampois Sud Essonne;91
249100074;Communauté de communes du Pays de Limours (CCPL);91
200057859;Communauté d'agglomération Cœur d'Essonne Agglomération;91
249100546;Communauté de communes du Val d'Essonne (CCVE);91
249100553;Communauté de communes Entre Juine et Renarde (CCEJR);91
200056232;Communauté d'agglomération Communauté Paris-Saclay;91
249100157;Communauté de communes des Deux Vallées;91
200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;91
200058477;Communauté d'agglomération Val d'Yerres Val de Seine;91
249100595;Communauté de communes Le Dourdannais en Hurepoix (CCDH);91
200035970;Communauté de communes Vexin Centre;95
249500513;Communauté de communes du Vexin-Val de Seine;95
200056380;Communauté d'agglomération Plaine Vallée;95
200055655;Communauté d'agglomération Roissy Pays de France;95
249500430;Communauté de communes Sausseron Impressionnistes;95
200073013;Communauté de communes Carnelle Pays-de-France;95
200058485;Communauté d'agglomération Val Parisis;95
249500489;Communauté de communes du Haut Val d'Oise;95
249500455;Communauté de communes de la Vallée de l'Oise et des Trois Forêts;95
249500109;Communauté d'agglomération de Cergy-Pontoise;95
200018653;Communauté d'agglomération Cap Excellence;971
200044691;Communauté d'agglomération du Nord Grande Terre;971
249710070;Communauté d'agglomération Grand Sud Caraïbe;971
249710047;Communauté de communes de Marie-Galante;971
200041507;Communauté d'agglomération La Riviera du Levant;971
249710062;Communauté d'agglomération du Nord Basse-Terre;971
200041788;Communauté d'agglomération du Pays Nord Martinique;972
249720053;Communauté d'agglomération de l'Espace Sud de la Martinique;972
249720061;Communauté d'agglomération du Centre de la Martinique;972
249730052;Communauté de communes de l'Est Guyanais;973
249730045;Communauté d'agglomération du Centre Littoral;973
200027548;Communauté de communes des Savanes;973
249730037;Communauté de communes de l'Ouest Guyanais;973
249740077;Communauté d'agglomération CIVIS (Communauté Intercommunale des Villes Solidaires);974
249740093;Communauté d'agglomération Intercommunale de la Réunion Est (CIREST);974
249740085;Communauté d'agglomération du Sud;974
249740101;Communauté d'agglomération Territoire de la Côte Ouest (TCO);974
249740119;Communauté d'agglomération Intercommunale du Nord de la Réunion (CINOR);974
200060465;Communauté d'agglomération du Grand Nord de Mayotte;976
200060473;Communauté de communes du Sud;976
200059871;Communauté de communes du Centre-Ouest;976
200060457;Communauté d'agglomération de Dembeni / Mamoudzou;976
200050532;Communauté de communes de Petite-Terre;976
